route	source_lexicality	label	relative_position	interpolated_error_rate	n_items_x_seeds_total
ltm	pseudo	Pseudowords	0.8787878787878789	0.13483870384283608	1600
ltm	pseudo	Pseudowords	0.888888888888889	0.13557287379972566	1600
ltm	pseudo	Pseudowords	0.8989898989898991	0.13641933246865143	1600
ltm	pseudo	Pseudowords	0.9090909090909092	0.1373675807663411	1600
ltm	pseudo	Pseudowords	0.9191919191919192	0.1384071196095224	1600
ltm	pseudo	Pseudowords	0.9292929292929294	0.13952744991492314	1600
ltm	pseudo	Pseudowords	0.9393939393939394	0.14071807259927094	1600
ltm	pseudo	Pseudowords	0.9494949494949496	0.14196848857929362	1600
ltm	pseudo	Pseudowords	0.9595959595959597	0.14326819877171884	1600
ltm	pseudo	Pseudowords	0.9696969696969697	0.14460670409327434	1600
ltm	pseudo	Pseudowords	0.9797979797979799	0.14597350546068788	1600
ltm	pseudo	Pseudowords	0.98989898989899	0.1473581037906872	1600
ltm	pseudo	Pseudowords	1.0	0.14875	1600
ltm	real	Real words	0.0	0.004375	3200
ltm	real	Real words	0.010101010101010102	0.004536656355412094	3200
ltm	real	Real words	0.020202020202020204	0.004696315581588768	3200
ltm	real	Real words	0.030303030303030304	0.004853702312379998	3200
ltm	real	Real words	0.04040404040404041	0.005008541181635764	3200
ltm	real	Real words	0.05050505050505051	0.0051605568232060426	3200
ltm	real	Real words	0.06060606060606061	0.005309473870940813	3200
ltm	real	Real words	0.07070707070707072	0.005455016958690054	3200
ltm	real	Real words	0.08080808080808081	0.005596910720303741	3200
ltm	real	Real words	0.09090909090909091	0.005734879789631855	3200
ltm	real	Real words	0.10101010101010102	0.005868648800524374	3200
ltm	real	Real words	0.11111111111111112	0.005997942386831275	3200
ltm	real	Real words	0.12121212121212122	0.006122485182402537	3200
ltm	real	Real words	0.13131313131313133	0.006253555927090515	3200
ltm	real	Real words	0.14141414141414144	0.006429968365421381	3200
ltm	real	Real words	0.15151515151515152	0.006645811304041332	3200
ltm	real	Real words	0.16161616161616163	0.006891007093346141	3200
ltm	real	Real words	0.17171717171717174	0.007155734509352763	3200
ltm	real	Real words	0.18181818181818182	0.007429295910700868	3200
ltm	real	Real words	0.19191919191919193	0.0077021613741399975	3200
ltm	real	Real words	0.20202020202020204	0.007965012159482112	3200
ltm	real	Real words	0.21212121212121213	0.008208529526539169	3200
ltm	real	Real words	0.22222222222222224	0.008423394735123131	3200
ltm	real	Real words	0.23232323232323235	0.008600289045045957	3200
ltm	real	Real words	0.24242424242424243	0.008729893716119612	3200
ltm	real	Real words	0.25252525252525254	0.00880455830833981	3200
ltm	real	Real words	0.26262626262626265	0.00885482292915208	3200
ltm	real	Real words	0.27272727272727276	0.008897367267718509	3200
ltm	real	Real words	0.2828282828282829	0.008934992559240086	3200
ltm	real	Real words	0.29292929292929293	0.008971216635039204	3200
ltm	real	Real words	0.30303030303030304	0.009010169251216085	3200
ltm	real	Real words	0.31313131313131315	0.009053458711720624	3200
ltm	real	Real words	0.32323232323232326	0.009102560629445642	3200
ltm	real	Real words	0.33333333333333337	0.009158950617283952	3200
ltm	real	Real words	0.3434343434343435	0.009234111880780589	3200
ltm	real	Real words	0.3535353535353536	0.009337579772293068	3200
ltm	real	Real words	0.36363636363636365	0.009467908124932919	3200
ltm	real	Real words	0.37373737373737376	0.009623650771811676	3200
ltm	real	Real words	0.38383838383838387	0.009829716180024824	3200
ltm	real	Real words	0.393939393939394	0.010117334965819815	3200
ltm	real	Real words	0.4040404040404041	0.01046980986445072	3200
ltm	real	Real words	0.4141414141414142	0.010869864537092372	3200
ltm	real	Real words	0.42424242424242425	0.011300222644919615	3200
ltm	real	Real words	0.43434343434343436	0.011743930773621623	3200
